"Word","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Foot_leg.mean","Hand_arm.mean","Head.mean","Mouth.mean","Torso.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Foot_leg.SD","Hand_arm.SD","Head.SD","Mouth.SD","Torso.SD","N_perceptual","N_action","Max_strength.perceptual","Minkowski3.perceptual","Exclusivity.perceptual","Dominant.perceptual","Max_strength.action","Minkowski3.action","Exclusivity.action","Dominant.action","Max_strength.sensorimotor","Minkowski3.sensorimotor","Exclusivity.sensorimotor","Dominant.sensorimotor"
"abortion",0.222222222222222,0,0.666666666666667,2.55555555555556,0,0.388888888888889,0,0,0.0416666666666667,0,0.0416666666666667,0.427792631946499,0,0.970142500145332,1.33822631613738,0,0.50163132570455,0,0,0.204124145231932,0,0.204124145231932,42,42,2.55555555555556,2.57410538357739,0.666666666666667,"Interoceptive",0.0416666666666667,0.0524967104122864,0.5,"Torso",2.55555555555556,2.57411266172974,0.652482269503546,"Interoceptive"
"about",1.63636363636364,0.363636363636364,2.04545454545455,1.63636363636364,0.909090909090909,3.54545454545455,0.909090909090909,2.81818181818182,3.31818181818182,2.5,1.86363636363636,1.29266997760282,0.492365963917331,1.04550159879055,0.789542033951723,1.30599682450904,1.26217019180204,0.610159300752166,1.00647255948039,0.716231117019509,1.4057704208691,0.833549755446665,44,44,3.54545454545455,3.97247609756803,0.31390134529148,"Visual",3.31818181818182,4.3403393962613,0.211155378486056,"Head",3.54545454545455,5.24698065311437,0.147679324894515,"Visual"
"abundance",1.05263157894737,0.421052631578947,2.36842105263158,1.94736842105263,0.631578947368421,3.8421052631579,1.43478260869565,3.56521739130435,2.8695652173913,1.17391304347826,3.21739130434783,0.524265010438033,0.507257273501788,0.68398556805677,0.621260744197396,0.683985568056769,0.501459857121279,0.66237087637185,0.895751941947086,0.814881353666508,0.777652289268123,0.795242772487544,42,42,3.8421052631579,4.28865903325252,0.333333333333333,"Visual",3.56521739130435,4.74483114086158,0.195035460992908,"Hand_arm",3.8421052631579,5.70521696073126,0.151884588032104,"Visual"
"abuse",0.375,0,1.75,1.95833333333333,0,0.333333333333333,0.0555555555555555,0.444444444444444,0.555555555555556,0.666666666666667,0.333333333333333,0.575779245136914,0,1.29379791446665,1.23285341230492,0,0.481543412343077,0.235702260395516,0.704792186494566,1.19912822364084,1.18817705157201,0.594088525786005,42,42,1.95833333333333,2.34888981759161,0.443396226415094,"Interoceptive",0.666666666666667,0.840028372226036,0.297297297297297,"Mouth",1.95833333333333,2.38416981984421,0.302575107296137,"Interoceptive"
"abyss",0.0588235294117647,0,0.470588235294118,0.647058823529412,0,0.823529411764706,0.25,0.0416666666666667,0.333333333333333,0.0416666666666667,0.125,0.242535625036333,0,0.799816155346303,0.606339062590832,0,1.07443555632987,0.442325868464691,0.204124145231932,0.637022057270606,0.204124145231932,0.337831962346088,41,41,0.823529411764706,0.977444742655511,0.411764705882353,"Visual",0.333333333333333,0.379740908249828,0.368421052631579,"Head",0.823529411764706,0.996188427062619,0.294995610184372,"Visual"
"accent",1.52941176470588,0,0.0588235294117647,0.176470588235294,0,0.529411764705882,0.5,0.9,1.55,1.85,0.95,1.54586735600211,0,0.242535625036333,0.392952623996688,0,1.32842232831014,0.827170191868511,0.967906041546987,1.19097483291276,1.75544266422131,0.887041208323017,37,37,1.52941176470588,1.55106116686146,0.666666666666667,"Auditory",1.85,2.27450578968121,0.234782608695652,"Mouth",1.85,2.49322987458229,0.229981718464351,"Mouth"
"acceptance",0.526315789473684,0.0526315789473684,2.36842105263158,3.36842105263158,0.105263157894737,1.42105263157895,0.782608695652174,2.56521739130435,2.82608695652174,1.8695652173913,2.82608695652174,0.611775290321498,0.229415733870562,0.760885910252682,0.760885910252682,0.315301767642306,0.606976978666884,0.735868178605778,1.16095912372336,0.834057656228299,1.35862055128411,0.716822148161496,42,42,3.36842105263158,3.79188510693001,0.422818791946309,"Interoceptive",2.82608695652174,4.10229049767882,0.188,"Head",3.36842105263158,4.98069606547161,0.177204353674942,"Interoceptive"
"accident",0.272727272727273,0,1.54545454545455,1.63636363636364,0,0.636363636363636,0.392857142857143,0.75,1.14285714285714,0.214285714285714,1.10714285714286,0.467099366496914,0,0.687551650952329,0.924416277737175,0,0.674199862463242,0.628890010655795,0.887151079037295,0.931517508007696,0.417855447018673,0.831744517143902,39,39,1.63636363636364,2.02882133782745,0.4,"Interoceptive",1.14285714285714,1.49511829464724,0.257425742574257,"Head",1.63636363636364,2.26973711590614,0.212568536482497,"Interoceptive"
"accompaniment",2.16666666666667,0.0833333333333333,3.16666666666667,2.66666666666667,0.333333333333333,3,1.45,3.6,2.5,1.75,2.05,1.40345893053447,0.288675134594813,0.834847109936722,0.492365963917331,0.65133894727893,0.953462589245592,1.27630222456166,0.940324691963255,1.05131496607569,1.33278497495796,1.09904264559757,32,32,3.16666666666667,4.44672156170453,0.27007299270073,"Haptic",3.6,4.29633950241245,0.18942731277533,"Hand_arm",3.6,5.50941230892617,0.154465592972182,"Hand_arm"
"ace",1.41666666666667,0.583333333333333,2.41666666666667,1.83333333333333,0.583333333333333,2.5,1.1,3.15,3.05,2.3,2,1.37895436890245,1.24011240937215,1.37895436890245,1.26730446462585,0.90033663737852,1.73205080756888,0.718184846459608,1.03998987849326,0.825577947481896,0.978720969859186,0.917662935482247,32,32,2.5,3.39529926236579,0.205357142857143,"Visual",3.15,4.32899994149844,0.176724137931034,"Hand_arm",3.15,4.93608928068674,0.122611464968153,"Hand_arm"
"acknowledge",0.416666666666667,0,1.41666666666667,0.833333333333333,0,1.41666666666667,0.388888888888889,3,3.27777777777778,1.72222222222222,1.44444444444444,0.668557923421521,0,0.514928650544437,0.577350269189626,0,1.16450015288132,0.50163132570455,1.23669388480168,0.826442094733631,0.826442094733631,0.615698763455199,30,30,1.41666666666667,1.85056075129581,0.346938775510204,"Haptic",3.27777777777778,4.12905408472221,0.293785310734463,"Head",3.27777777777778,4.24941609874485,0.235528942115768,"Head"
