"Word","Word_Italian","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Foot_leg.mean","Hand_arm.mean","Head.mean","Mouth.mean","Torso.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Foot_leg.SD","Hand_arm.SD","Head.SD","Mouth.SD","Torso.SD","N_perceptual","N_action","Max_strength.perceptual","Minkowski3.perceptual","Exclusivity.perceptual","Dominant.perceptual","Max_strength.action","Minkowski3.action","Exclusivity.action","Dominant.action","Max_strength.sensorimotor","Minkowski3.sensorimotor","Exclusivity.sensorimotor","Dominant.sensorimotor"
"blunder","abbaglio",0.321428571428571,0.0714285714285715,0.5,0.821428571428571,0.0714285714285715,4.03571428571429,0.5,2.5,2.21428571428571,2.42857142857143,1.35714285714286,0.475594865605671,0.262265264156481,0.74535599249993,0.722832465019919,0.377964473009227,0.428791830452066,0.638284738504225,1.31937134300421,1.16609963544646,1.37244230610903,0.869835476750492,28,28,4.03571428571429,4.05025817203977,0.680981595092024,"Visual",2.5,3.51503812865107,0.222222222222222,"Hand_arm",4.03571428571429,4.78957312695613,0.267469879518072,"Visual"
"abundance","abbondanza",1.07142857142857,1.07142857142857,3,2.21428571428571,1.42857142857143,4.14285714285714,1.85714285714286,3.85714285714286,2.14285714285714,1.78571428571429,3.5,0.615727926214882,0.828741930164745,0.784464540552736,0.801783725737273,1.01634985756236,0.534522483824849,0.864437821507566,0.770328886519643,0.864437821507566,0.801783725737273,1.22474487139159,14,14,4.14285714285714,4.85358220669313,0.237569060773481,"Visual",3.85714285714286,4.96237057695901,0.157608695652174,"Hand_arm",4.14285714285714,6.18442220672269,0.117808219178082,"Visual"
"hug","abbraccio",0.833333333333333,0,4.66666666666667,2.79166666666667,0,3,0.666666666666667,4.25,2.125,2.08333333333333,3.25,0.38069349381344,0,0.481543412343077,0.779027636204913,0,0.932504808240314,0.56465970257328,0.531609533071195,0.991814323436556,1.0179547554081,0.675663924692176,24,24,4.66666666666667,5.324661573713,0.413284132841328,"Haptic",4.25,5.06616062359737,0.28956228956229,"Hand_arm",4.66666666666667,6.54985653885915,0.197183098591549,"Haptic"
"fir","abete",0.25,2.35714285714286,1.5,0.607142857142857,3.89285714285714,2.67857142857143,0.428571428571429,1.10714285714286,0.928571428571429,0.785714285714286,0.892857142857143,0.440958551844098,1.63784604970665,0.881917103688197,0.497347461393438,0.785954749158543,1.18801332542007,0.572749795322816,1.10014429068075,0.899735410842437,1.13389341902768,0.956044540814477,28,28,3.89285714285714,4.56166536145187,0.322784810126582,"Olfactory",1.10714285714286,1.50858910034942,0.163793103448276,"Hand_arm",3.89285714285714,4.61601302618095,0.236111111111111,"Olfactory"
"inhabitant","abitante",0.736842105263158,0,1.84210526315789,1.57894736842105,0.105263157894737,3.21052631578947,0.842105263157895,2.78947368421053,2.52631578947368,1.73684210526316,2.21052631578947,0.561951486949016,0,0.501459857121279,0.692482608982125,0.315301767642306,1.08417646003371,0.764719112901873,1.08417646003371,1.21876171459357,1.62761260962722,0.854981960070962,19,19,3.21052631578947,3.52179604080107,0.429577464788732,"Visual",2.78947368421053,3.79063073829435,0.192708333333333,"Hand_arm",3.21052631578947,4.6127580071108,0.182634730538922,"Visual"
"dwelling","abitazione",0.870967741935484,0,2.51612903225806,2.38709677419355,0.0967741935483871,3.64516129032258,1.41935483870968,3.58064516129032,2.2258064516129,1.93548387096774,2.87096774193548,0.340777100548239,0,0.811211757883866,0.98918887157909,0.300537153518764,0.70938410360792,0.885971916349012,0.958269048802304,0.990275295708382,1.28932757334893,0.884757423774862,31,31,3.64516129032258,4.28408036002168,0.383050847457627,"Visual",3.58064516129032,4.49313138637333,0.179624664879357,"Hand_arm",3.64516129032258,5.53243175780959,0.169161676646707,"Visual"
"dress","abito",0.535714285714286,0,3.64285714285714,0.857142857142857,0.0357142857142857,4.28571428571429,0.928571428571428,3.5,1.67857142857143,1.71428571428571,2.42857142857143,0.50787450018337,0,0.55872113989835,0.590936840285279,0.188982236504614,0.534522483824849,0.766356044734813,0.881917103688197,0.904866326472076,1.24296964764774,0.87891226666077,28,28,4.28571428571429,5.0376219416173,0.458015267175573,"Visual",3.5,4.07698222744579,0.250871080139373,"Hand_arm",4.28571428571429,5.80492693049157,0.218579234972678,"Visual"
"habits","abitudini",1.11538461538462,0.115384615384615,2.26923076923077,2.03846153846154,0.0384615384615385,2.61538461538462,1.38461538461538,3.92307692307692,2.38461538461538,1.5,2.65384615384615,0.765606848293461,0.325812593608421,0.87442288660315,0.999230473144979,0.196116135138184,1.1688258408137,0.85214661071546,0.796144555872961,1.02281662391352,1.30384048104053,0.93561990967733,26,26,2.61538461538462,3.40376573984361,0.314553990610329,"Visual",3.92307692307692,4.62073808999384,0.214285714285714,"Hand_arm",3.92307692307692,5.16881156683431,0.193857965451056,"Hand_arm"
"abortion","aborto",0.423076923076923,0,0.461538461538462,1.30769230769231,0,1.42307692307692,0.269230769230769,0.961538461538461,0.961538461538461,1.5,1,0.503831473655779,0,0.508391127441794,1.04954202466526,0,1.02657009202789,0.533493565673837,1.18256565926021,0.823687767580373,1.63095064303001,0.979795897113271,26,26,1.42307692307692,1.74265950141835,0.393617021276596,"Visual",1.5,1.83437118487106,0.262295081967213,"Mouth",1.5,2.25486844590485,0.180555555555556,"Mouth"
"abuse","abuso",1.35294117647059,0,1.11764705882353,1.94117647058824,0.176470588235294,1.35294117647059,0.941176470588235,2.11764705882353,1.47058823529412,2.76470588235294,1.29411764705882,0.785905247993376,0,0.857492925712544,1.14403825522216,0.392952623996688,0.996316746232607,0.966345450349804,1.40900465494159,1.2307338795828,1.4374200745044,1.10480235123488,17,17,1.94117647058824,2.39101063451456,0.326732673267327,"Interoceptive",2.76470588235294,3.32651113898403,0.212328767123288,"Mouth",2.76470588235294,3.69576678079839,0.190283400809717,"Mouth"
NA,"accendere",1.62962962962963,0.0740740740740741,1.48148148148148,2.14814814814815,0.148148148148148,2.66666666666667,0.962962962962963,3.96296296296296,2.40740740740741,2.96296296296296,1.96296296296296,1.14851570258674,0.266880256341812,0.935223970310789,0.863966866516735,0.362013992898246,1.38675049056307,0.854016820293798,0.807726223680804,0.797074422703197,1.19233066791575,1.12596903501218,27,27,2.66666666666667,3.31589121066667,0.318181818181818,"Visual",3.96296296296296,4.80098375636897,0.244712990936556,"Hand_arm",3.96296296296296,5.2790520123239,0.190562613430127,"Hand_arm"
